Gene.name	Wormbase.ID	Transcript.name	Chromosome	Strand	Relative.loc.chromosome	GermlineExpression	Total.value.of.PATC.algorithm	PATC.density	Bin.size	Bases.with.PATC.60	Frequency.of.PATCs.60	stoekius_oocyte_rpkm	spermatogenic_gonad_fem.3_RPKM_Ortiz_2014	Gene.expression__Ortiz_2014	Germline_TPM_Serizay2020
unc-115	WBGene00006839	F09B9.2a.1	X	+	0.572808	TRUE	57851	11.2835966452116	5127	131	0.0255510044860542	5	6.19554	Gender Neutral	22.478
F09B9.5	WBGene00008604	F09B9.5.1	X	+	0.573163	FALSE	28909	14.6152679474216	1978	0	0	0.1	NA	NA	1.09
erd-2.1	WBGene00001331	F09B9.3.1	X	-	0.573283	TRUE	12440	8.1042345276873	1535	0	0	40.8	7.98184	Gender Neutral	62.645
F09B9.4	WBGene00008603	F09B9.4.1	X	+	0.573461	FALSE	12410	12.8868120456906	963	0	0	0.1	NA	NA	36.078
rnp-9	WBGene00007396	C07A4.1.1	X	+	0.573944	FALSE	59309	18.1262224938875	3272	244	0.0745721271393643	0	NA	NA	0.428
C07A4.2	WBGene00007397	C07A4.2.1	X	+	0.574142	FALSE	14051	8.35871505056514	1681	0	0	0	NA	NA	5.372
C07A4.3	WBGene00007398	C07A4.3.1	X	+	0.574267	FALSE	5716	7.60106382978723	752	0	0	0	NA	NA	2.745
ncs-4	WBGene00008998	F21A10.1a.1	X	+	0.574465	FALSE	45475	13.6152694610778	3340	90	0.0269461077844311	0	NA	NA	0.191
myrf-2	WBGene00008999	F21A10.2c.1	X	-	0.574982	TRUE	148129	11.8295000798594	12522	355	0.0283501038172816	10.5	0.657945	Oogenic	25.607
arrd-28	WBGene00009000	F21A10.4.1	X	+	0.574815	FALSE	17597	8.04618198445359	2187	0	0	0	NA	NA	0.368
nucb-1	WBGene00009674	F44A6.1a.1	X	+	0.575595	TRUE	35487	14.5378943056125	2441	84	0.034412126177796	11.1	9.92355	Gender Neutral	32.897
sex-1	WBGene00004786	F44A6.2.1	X	-	0.575854	TRUE	28401	7.47394736842105	3800	41	0.0107894736842105	19.5	0.348105	Oogenic	21.57
F44A6.3	WBGene00009675	F44A6.3.1	X	+	0.576415	FALSE	18114	12.9849462365591	1395	0	0	0.1	NA	NA	0.039
F44A6.4	WBGene00009676	F44A6.4.1	X	-	0.576503	TRUE	11669	12.6974972796518	919	0	0	4.4	2.1062	Gender Neutral	15.351
F44A6.5	WBGene00009677	F44A6.5.1	X	-	0.576677	FALSE	19172	15.5490673154907	1233	82	0.0665044606650446	0	NA	NA	13.602
C14H10.3	WBGene00007593	C14H10.3a.1	X	-	0.577047	FALSE	80425	11.5636232925953	6955	73	0.0104960460100647	0.2	1.06126	Gender Neutral	9.215
zipt-13	WBGene00007591	C14H10.1.1	X	-	0.577657	FALSE	44805	15.4181004817619	2906	94	0.0323468685478321	0.5	7.14422	Spermatogenic	31.943
str-74	WBGene00006135	C14H10.4.1	X	-	0.577936	FALSE	17143	13.880971659919	1235	52	0.0421052631578947	0	NA	NA	0
C14H10.2	WBGene00007592	C14H10.2a.1	X	-	0.578348	FALSE	150594	14.7844099744748	10186	350	0.034360887492637	0.8	0.314003	Oogenic	1.46
C32A9.1	WBGene00007861	C32A9.1.1	X	-	0.579009	FALSE	17186	12.2494654312188	1403	41	0.0292230933713471	0	NA	NA	0.155
F41E7.2	WBGene00009618	F41E7.2.1	X	+	0.579944	FALSE	52140	12.411330635563	4201	69	0.0164246607950488	0	NA	NA	0.486
slc-9B.1	WBGene00009617	F41E7.1.1	X	+	0.58023	FALSE	37404	13.0010427528676	2877	0	0	0	NA	NA	2.051
npr-6	WBGene00009619	F41E7.3.1	X	-	0.58042	FALSE	34165	13.4243614931238	2545	120	0.0471512770137525	0	NA	NA	0.602
fip-5	WBGene00009620	F41E7.4.1	X	+	0.581463	FALSE	2750	8.35866261398176	329	21	0.0638297872340425	0.1	NA	NA	4.304
fipr-21	WBGene00009621	F41E7.5.1	X	+	0.581564	FALSE	1074	3.16814159292035	339	0	0	0.9	47.4514	Gender Neutral	198.97
cnc-8	WBGene00009624	F41E7.8.1	X	+	0.58168	FALSE	1746	6.68965517241379	261	0	0	0.1	12.7554	Gender Neutral	81.196
F41E7.6	WBGene00009622	F41E7.6.1	X	-	0.581796	FALSE	47384	14.2294294294294	3330	0	0	0	NA	NA	0.086
F41E7.7	WBGene00009623	F41E7.7b.1	X	+	0.581864	FALSE	55811	13.0521515434986	4276	0	0	0	NA	NA	1.095
F41E7.9	WBGene00009625	F41E7.9.1	X	-	0.58211	FALSE	37909	11.6966985498303	3241	104	0.0320888614625116	0	NA	NA	0.067
R07E3.6	WBGene00011107	R07E3.6.1	X	+	0.582415	FALSE	34809	9.1747496046389	3794	0	0	0	NA	NA	10.109
acl-5	WBGene00011106	R07E3.5a.1	X	-	0.58276	TRUE	34324	10.9138314785374	3145	11	0.00349761526232114	10.3	0.616168	Oogenic	33.407
R07E3.4	WBGene00011105	R07E3.4.1	X	-	0.583065	FALSE	8016	6.93425605536332	1156	0	0	0.2	5.6809	Spermatogenic	13.836
cut-5	WBGene00011104	R07E3.3a.1	X	-	0.583336	FALSE	51525	12.3383620689655	4176	63	0.0150862068965517	0.1	NA	NA	0.201
R07E3.2	WBGene00011103	R07E3.2.1	X	+	0.583372	TRUE	1763	2.95309882747069	597	0	0	2.8	NA	NA	0.354
R07E3.1	WBGene00011102	R07E3.1a.1	X	-	0.583569	FALSE	19751	11.4432213209733	1726	41	0.0237543453070684	0.1	5.53402	Gender Neutral	84.604
R07E3.7	WBGene00011108	R07E3.7.1	X	-	0.583735	FALSE	21627	11.9883592017738	1804	0	0	0	NA	NA	2.465
efhc-1	WBGene00013028	Y49A10A.1.1	X	+	0.584656	FALSE	21089	10.6402623612513	1982	0	0	0	NA	NA	0
Y49A10A.2	WBGene00044949	Y49A10A.2.1	X	-	0.58535	TRUE	13945	12.3516386182462	1129	0	0	9.2	0.979989	Oogenic	22.091
rme-4	WBGene00004375	F46F6.1a.1	X	-	0.585566	NA	32020	7.98702918433525	4009	0	0	NA	3.69867	Oogenic	28.64
dyf-6	WBGene00001122	F46F6.4a.1	X	-	0.585994	TRUE	89173	13.6663601532567	6525	299	0.045823754789272	11.9	0.820314	Gender Neutral	0.048
pkn-1	WBGene00009793	F46F6.2a.1	X	+	0.586923	TRUE	34225	7.54852227613586	4534	0	0	35.2	1.51984	Oogenic	96.951
gur-3	WBGene00001804	ZC504.5.1	X	-	0.587193	FALSE	41313	11.5982594048287	3562	0	0	0	NA	NA	0
ZC504.1	WBGene00013916	ZC504.1.1	X	+	0.58742	FALSE	31849	12.1329523809524	2625	113	0.043047619047619	0	NA	NA	0
acr-8	WBGene00000047	ZC504.2.1	X	+	0.587773	FALSE	47973	12.7928	3750	71	0.0189333333333333	0	NA	NA	0.898
cdk-11.2	WBGene00013917	ZC504.3.1	X	-	0.587979	TRUE	28954	10.5134350036311	2754	0	0	6.5	1.61034	Oogenic	45.537
mig-15	WBGene00003247	ZC504.4a.1	X	-	0.588375	TRUE	71252	11.1750313676286	6376	129	0.0202321204516939	8.6	3.08825	Gender Neutral	25.873
C39B10.3	WBGene00008023	C39B10.3.1	X	+	0.589449	FALSE	3560	7.03557312252964	506	0	0	0.1	NA	NA	0
C39B10.4	WBGene00008024	C39B10.4.1	X	+	0.589495	FALSE	4730	10.8735632183908	435	0	0	0	NA	NA	0.375
C39B10.5	WBGene00008025	C39B10.5.1	X	+	0.589625	FALSE	6322	16.994623655914	372	0	0	0	NA	NA	4.04
lgc-41	WBGene00008022	C39B10.2a.1	X	+	0.590178	FALSE	76421	12.6671639317089	6033	83	0.0137576661694016	0	NA	NA	0.308
C39B10.1	WBGene00008021	C39B10.1.1	X	-	0.59045	FALSE	24159	8.41483803552769	2871	0	0	0.1	NA	NA	1.135
elt-4	WBGene00001252	C39B10.6a.1	X	+	0.591212	FALSE	1367	5.1780303030303	264	0	0	0.1	NA	NA	0.754
C39B10.7	WBGene00164973	C39B10.7.1	X	+	0.591307	NA	2094	3.85635359116022	543	0	0	NA	NA	NA	1.89
elt-2	WBGene00001250	C33D3.1.1	X	+	0.591582	FALSE	12679	6.51541623843782	1946	0	0	0.1	0.786294	Gender Neutral	3.811
C33D3.3	WBGene00007894	C33D3.3.1	X	+	0.591797	FALSE	14265	11.1707126076742	1277	0	0	0	NA	NA	1.717
C33D3.4	WBGene00007895	C33D3.4.1	X	+	0.591989	FALSE	12542	17.5904628330996	713	0	0	0	NA	NA	3.41
C33D3.5	WBGene00007896	C33D3.5.1	X	+	0.592261	FALSE	85660	14.7791580400276	5796	297	0.0512422360248447	0	NA	NA	0
vab-3	WBGene00006870	F14F3.1a.1	X	+	0.593281	FALSE	165446	13.0642766898294	12664	415	0.0327700568540745	0.1	NA	NA	0.351
F14F3.4	WBGene00008807	F14F3.4.1	X	-	0.593781	FALSE	2489	5.27330508474576	472	0	0	0.1	NA	NA	3.587
mboa-7	WBGene00008806	F14F3.3.1	X	-	0.593899	TRUE	36589	14.1052428681573	2594	122	0.0470316114109483	20.9	0.93851	Oogenic	33.713
git-1	WBGene00008805	F14F3.2.1	X	+	0.594084	TRUE	35243	10.8640567200986	3244	0	0	8.4	0.998538	Oogenic	50.504
F14F3.5	WBGene00045480	F14F3.5.1	X	-	0.594207	FALSE	7448	11.2507552870091	662	0	0	0.2	NA	NA	0.129
slcf-1	WBGene00010340	F59F5.1.1	X	+	0.594327	FALSE	42080	14.985754985755	2808	0	0	0.1	NA	NA	7.694
glo-3	WBGene00010341	F59F5.2a.1	X	+	0.594587	FALSE	59696	17.9267267267267	3330	137	0.0411411411411411	0	NA	NA	2.214
F59F5.3	WBGene00010342	F59F5.3.1	X	-	0.594833	FALSE	82985	16.0823643410853	5160	261	0.0505813953488372	0	NA	NA	0.546
F59F5.4	WBGene00010343	F59F5.4.1	X	+	0.595026	FALSE	5249	14.2249322493225	369	0	0	0	NA	NA	0.59
F59F5.5	WBGene00010344	F59F5.5.1	X	+	0.595268	FALSE	44857	15.4625991037573	2901	175	0.0603240261978628	0	NA	NA	0.244
syd-2	WBGene00006364	F59F5.6.1	X	-	0.595533	TRUE	71343	13.1459369817579	5427	282	0.0519624101713654	3.4	1.11829	Oogenic	13.863
F59F5.7	WBGene00010345	F59F5.7.1	X	+	0.596146	FALSE	111597	16.1781675848072	6898	162	0.0234850681356915	0.1	NA	NA	1.758
bet-2	WBGene00010199	F57C7.1a.1	X	+	0.596663	TRUE	53487	8.99394652766101	5947	21	0.00353119219774676	14.6	0.860439	Oogenic	70.815
nhx-5	WBGene00003733	F57C7.2a.1	X	+	0.597041	TRUE	44251	12.264689578714	3608	52	0.0144124168514412	8.7	0.78741	Oogenic	22.175
F57C7.4	WBGene00010200	F57C7.4.1	X	-	0.5974	FALSE	107233	12.6573418319169	8472	173	0.0204202077431539	0	NA	NA	0.487
sdn-1	WBGene00004749	F57C7.3a.1	X	-	0.597768	TRUE	27256	9.32147742818058	2924	0	0	47.2	5.46541	Oogenic	49.24
flp-19	WBGene00001462	M79.4.1	X	+	0.598523	FALSE	8635	11.5750670241287	746	0	0	0.1	NA	NA	10.871
abl-1	WBGene00000018	M79.1a.1	X	-	0.599086	TRUE	293812	16.3701805215066	17948	1124	0.0626253621573434	3.5	0.355755	Oogenic	10.253
M79.2	WBGene00010902	M79.2.1	X	-	0.599793	NA	35340	16.056338028169	2201	185	0.0840527033166742	NA	2.53458	Spermatogenic	11.777
daf-12	WBGene00000908	F11A1.3a.1	X	+	0.601332	FALSE	276833	13.1562113867503	21042	550	0.0261381997908944	0.1	0.95213	Spermatogenic	1.461
F13E6.2	WBGene00008746	F13E6.2.1	X	-	0.602251	FALSE	89032	14.9986522911051	5936	217	0.0365566037735849	0	NA	NA	0.38
F13E6.1	WBGene00008745	F13E6.1.1	X	-	0.60255	TRUE	11214	10.1576086956522	1104	0	0	25.9	9.41214	Oogenic	58.195
phf-31	WBGene00008747	F13E6.3a.1	X	+	0.602879	TRUE	6470	8.68456375838926	745	0	0	20.5	0.351337	Oogenic	33.234
yap-1	WBGene00008748	F13E6.4.1	X	+	0.603488	FALSE	24128	9.91697492807234	2433	0	0	0.4	5.69021	Gender Neutral	8.256
plpp-1.3	WBGene00008749	F13E6.5.1	X	+	0.603677	TRUE	38266	15.9908065190138	2393	75	0.0313414124529879	17.4	2.8354	Oogenic	28.442
rhgf-1	WBGene00006468	F13E6.6.1	X	-	0.604157	FALSE	164691	12.0379358234047	13681	162	0.0118412396754623	0	0.741293	Gender Neutral	0.97
T01C1.4	WBGene00011317	T01C1.4.1	X	-	0.604819	FALSE	4924	6.91573033707865	712	0	0	0	NA	NA	0.318
mbr-1	WBGene00011315	T01C1.2.1	X	-	0.605053	FALSE	28258	12.3884261288908	2281	51	0.0223586146427006	0	3.84115	Spermatogenic	0.761
egl-36	WBGene00001202	R07A4.1.1	X	+	0.606089	FALSE	175481	17.795456850218	9861	578	0.0586147449548727	0	NA	NA	0.433
R07A4.2	WBGene00011073	R07A4.2.1	X	-	0.606441	FALSE	39993	21.5828386400432	1853	181	0.0976794387479763	0	NA	NA	0.738
R07A4.4	WBGene00011075	R07A4.4.1	X	-	0.606961	FALSE	61678	10.4556704526191	5899	0	0	0	NA	NA	0.222
R07A4.3	WBGene00011074	R07A4.3.1	X	+	0.60706	FALSE	32784	10.6545336366591	3077	0	0	0	NA	NA	0.051
sma-9	WBGene00004862	T05A10.1m.1	X	+	0.608154	TRUE	122350	9.34468800122203	13093	178	0.0135950507904987	4.7	1.79336	Oogenic	41.307
clc-4	WBGene00000525	T05A10.2.1	X	-	0.608583	FALSE	11311	12.4024122807018	912	0	0	0	NA	NA	0.119
ttr-14	WBGene00011460	T05A10.3.1	X	+	0.608871	FALSE	23133	11.5434131736527	2004	0	0	0	11.229	Gender Neutral	28.388
vap-2	WBGene00011462	T05A10.5b.1	X	-	0.609015	FALSE	32157	11.2673440784863	2854	0	0	0.1	1.32273	Gender Neutral	17.562
T05A10.6	WBGene00011463	T05A10.6.1	X	-	0.60917	FALSE	21948	12.9716312056738	1692	21	0.0124113475177305	0	NA	NA	0.208
plc-1	WBGene00004036	F31B12.1d.1	X	-	0.610508	NA	579973	13.7421334470666	42204	1373	0.0325324613780684	NA	0.883201	Gender Neutral	1.054
F31B12.4	WBGene00009283	F31B12.4.1	X	+	0.609809	FALSE	4860	9.91836734693878	490	0	0	0.1	NA	NA	0.314
F31B12.3	WBGene00001495	F31B12.3.1	X	-	0.610648	NA	10875	10.2016885553471	1066	62	0.0581613508442777	NA	NA	NA	0.713
C05A9.2	WBGene00007317	C05A9.2.1	X	-	0.61199	FALSE	12879	7.55366568914956	1705	0	0	0.4	NA	NA	1.992
pgp-5	WBGene00003999	C05A9.1a.1	X	-	0.612723	FALSE	54480	11.2329896907216	4850	0	0	0	0.751825	Gender Neutral	4.862
pgp-8	WBGene00004002	T21E8.3.1	X	-	0.613014	FALSE	55403	11.3182839632278	4895	0	0	0	NA	NA	0.221
pgp-7	WBGene00004001	T21E8.2.1	X	-	0.613343	FALSE	50276	10.2792884890615	4891	133	0.0271928031077489	0	0.438065	Gender Neutral	0.441
pgp-6	WBGene00004000	T21E8.1c.1	X	-	0.613715	FALSE	64701	10.6416118421053	6080	63	0.0103618421052632	0	1.15156	Gender Neutral	4.292
T21E8.4	WBGene00011902	T21E8.4.1	X	+	0.614096	FALSE	7743	12.991610738255	596	0	0	0	NA	NA	0
T21E8.6	WBGene00164971	T21E8.6.1	X	+	0.614186	NA	9639	10.9534090909091	880	0	0	NA	NA	NA	0.132
T21E8.7	WBGene00164972	T21E8.7.1	X	+	0.61426	NA	14089	14.9564755838641	942	63	0.0668789808917197	NA	NA	NA	0.058
T21E8.5	WBGene00011903	T21E8.5.1	X	+	0.614408	FALSE	13333	17.2038709677419	775	60	0.0774193548387097	0.1	NA	NA	0
F47B10.6	WBGene00009817	F47B10.6.1	X	+	0.614527	FALSE	6025	11.5200764818356	523	0	0	0	NA	NA	0
F47B10.5	WBGene00009816	F47B10.5.1	X	-	0.614586	FALSE	29210	22.1960486322188	1316	154	0.117021276595745	0	NA	NA	1.364
F47B10.4	WBGene00009815	F47B10.4.1	X	+	0.614681	FALSE	4569	11.0629539951574	413	0	0	0	NA	NA	0.132
F47B10.3	WBGene00009814	F47B10.3.1	X	+	0.614759	FALSE	11773	8.53115942028986	1380	0	0	0	NA	NA	0
haly-1	WBGene00009813	F47B10.2.1	X	-	0.614879	FALSE	24784	9.39855896852484	2637	71	0.0269245354569587	0.1	1.68602	Spermatogenic	14.888
suca-1	WBGene00009812	F47B10.1.1	X	-	0.615108	TRUE	15460	7.43269230769231	2080	0	0	180.2	54.0481	Gender Neutral	107.843
acbp-3	WBGene00009818	F47B10.7.1	X	+	0.615394	FALSE	20758	12.1676436107855	1706	0	0	0.5	3.84317	Gender Neutral	1.589
F47B10.8	WBGene00009819	F47B10.8b.1	X	-	0.615617	FALSE	57387	10.6627647714604	5382	81	0.0150501672240803	0.1	NA	NA	2.415
F47B10.9	WBGene00009820	F47B10.9.1	X	-	0.615909	TRUE	27894	16.9259708737864	1648	44	0.0266990291262136	21.3	0.186982	Oogenic	40.298
nstp-9	WBGene00011882	T21B6.5.1	X	-	0.61619	FALSE	52015	17.6381824347236	2949	114	0.0386571719226857	0	NA	NA	0.703
dgn-1	WBGene00000961	T21B6.1.1	X	-	0.616423	TRUE	12102	5.31255487269535	2278	0	0	4.4	16.3007	Spermatogenic	8.744
pho-7	WBGene00011879	T21B6.2.1	X	-	0.61741	FALSE	48771	16.1868569532028	3013	180	0.0597411218055095	0	1.06792	Spermatogenic	0.971
T21B6.3	WBGene00011880	T21B6.3.1	X	-	0.617824	FALSE	24170	7.03434225844005	3436	61	0.0177532013969732	0.1	0.614193	Spermatogenic	14.176
K09C8.7	WBGene00010717	K09C8.7.1	X	-	0.618044	FALSE	3432	7.44468546637744	461	0	0	0	NA	NA	1.824
pbo-4	WBGene00003943	K09C8.1.1	X	+	0.618327	FALSE	34289	8.73382577687213	3926	0	0	0	0.258558	Gender Neutral	4.172
nlp-19	WBGene00003757	K09C8.6.1	X	+	0.618489	FALSE	2032	4.98039215686275	408	0	0	0	NA	NA	7.959
K09C8.2	WBGene00010715	K09C8.2.1	X	+	0.618555	FALSE	17353	12.3070921985816	1410	0	0	0	NA	NA	0.079
nas-10	WBGene00003529	K09C8.3.1	X	-	0.618671	FALSE	35682	14.5938650306748	2445	44	0.0179959100204499	0	NA	NA	0.509
lge-1	WBGene00010716	K09C8.4.1	X	+	0.619008	FALSE	34234	10.621780949426	3223	0	0	0	NA	NA	0.13
K09C8.9	WBGene00164969	K09C8.9.1	X	-	0.618975	NA	2858	6.98777506112469	409	0	0	NA	NA	NA	8.407
K09C8.8	WBGene00010718	K09C8.8.1	X	+	0.619198	FALSE	26525	23.1659388646288	1145	115	0.100436681222707	0	NA	NA	0.19
pxn-2	WBGene00004257	K09C8.5.1	X	-	0.619437	FALSE	73710	10.5390334572491	6994	109	0.0155847869602516	0	NA	NA	2.317
ver-4	WBGene00006897	F59F3.5.1	X	+	0.619967	FALSE	93404	17.0913083257091	5465	173	0.0316559926806953	0	NA	NA	0.985
ver-3	WBGene00006896	F59F3.1.1	X	+	0.620519	TRUE	55812	11.5409429280397	4836	134	0.0277088502894955	2.6	2.11341	Gender Neutral	21.661
F59F3.6	WBGene00010335	F59F3.6.1	X	-	0.620729	FALSE	13728	11.7735849056604	1166	31	0.0265866209262436	0	NA	NA	0.256
col-177	WBGene00000750	F59F3.2.1	X	-	0.620852	FALSE	18808	9.35256091496768	2011	0	0	0	NA	NA	0.284
del-5	WBGene00010334	F59F3.4.1	X	-	0.621178	FALSE	33284	10.6033768716152	3139	0	0	0	NA	NA	0.882
ttr-31	WBGene00010225	F58A3.5.1	X	-	0.621296	FALSE	14751	21.7887740029542	677	81	0.119645494830133	0	3.94599	Gender Neutral	42.459
F58A3.4	WBGene00010224	F58A3.4.1	X	-	0.621374	FALSE	26047	24.050784856879	1083	162	0.149584487534626	0	NA	NA	0.402
F58A3.3	WBGene00010223	F58A3.3.1	X	+	0.621569	FALSE	25509	14.5682467161622	1751	42	0.0239862935465448	0	NA	NA	1.163
egl-15	WBGene00001184	F58A3.2h.1	X	+	0.621922	FALSE	84785	12.6375018631689	6709	84	0.0125204948576539	0	NA	NA	3.349
ldb-1	WBGene00002261	F58A3.1c.1	X	+	0.622748	TRUE	113838	10.3076783773995	11044	246	0.0222745382107932	7.7	0.855961	Oogenic	14.499
C09F12.3	WBGene00007483	C09F12.3.1	X	-	0.623174	FALSE	20766	11.8122866894198	1758	0	0	0	NA	NA	0.147
clc-1	WBGene00000522	C09F12.1.1	X	+	0.623553	FALSE	13000	14.0086206896552	928	71	0.0765086206896552	0.1	5.86591	Gender Neutral	25.789
C09F12.2	WBGene00007482	C09F12.2.1	X	+	0.623931	FALSE	28601	10.1529996450124	2817	0	0	0	NA	NA	0.338
lpr-3	WBGene00012261	W04G3.8.1	X	+	0.624108	FALSE	18274	8.97103583701522	2037	127	0.062346588119784	0.1	NA	NA	30.73
lpr-6	WBGene00012255	W04G3.1a.1	X	+	0.624237	FALSE	14104	8.61576053756872	1637	0	0	0.1	NA	NA	15.532
lpr-5	WBGene00012256	W04G3.2.1	X	+	0.624373	FALSE	13687	7.03701799485861	1945	0	0	0.1	NA	NA	29.891
lpr-4	WBGene00012257	W04G3.3.1	X	+	0.624522	FALSE	8382	6.10487982520029	1373	0	0	0	NA	NA	29.075
apt-9	WBGene00000166	W04G3.4.1	X	+	0.62477	FALSE	35273	11.710823373174	3012	71	0.0235723771580345	0	NA	NA	0.224
W04G3.5	WBGene00012258	W04G3.5.1	X	+	0.625021	TRUE	16655	7.88215806909607	2113	0	0	164.5	15.3489	Oogenic	82.749
W04G3.12	WBGene00044151	W04G3.12.1	X	-	0.625118	FALSE	3191	6.30632411067194	506	0	0	0	NA	NA	0.371
W04G3.10	WBGene00044152	W04G3.10.1	X	-	0.625207	FALSE	6276	13.2966101694915	472	41	0.086864406779661	0	NA	NA	0
W04G3.13	WBGene00194793	W04G3.13.1	X	-	0.625293	NA	3284	7.18599562363238	457	0	0	NA	NA	NA	0.23
sulp-7	WBGene00012259	W04G3.6d.1	X	+	0.625542	FALSE	93014	14.2441041347626	6530	276	0.0422664624808576	0	2.51645	Spermatogenic	1.134
W04G3.7	WBGene00012260	W04G3.7.1	X	-	0.625587	FALSE	8214	7.98250728862974	1029	0	0	0	NA	NA	0.39
W04G3.11	WBGene00044153	W04G3.11.1	X	+	0.625881	FALSE	19141	13.5559490084986	1412	0	0	0.1	NA	NA	0.914
W02H3.3	WBGene00195208	W02H3.3.1	X	-	0.626315	NA	41366	38.48	1075	198	0.184186046511628	NA	NA	NA	0
W02H3.1	WBGene00012217	W02H3.1a.1	X	-	0.626678	FALSE	31543	11.358660424919	2777	22	0.00792221822110191	0	3.63116	Gender Neutral	0.454
R08B4.4	WBGene00011140	R08B4.4.1	X	+	0.626919	FALSE	15858	8.9593220338983	1770	0	0	0	NA	NA	0
grd-1	WBGene00001690	R08B4.1.1	X	+	0.627162	FALSE	67984	11.2463192721257	6045	71	0.0117452440033085	0	NA	NA	7.416
nlp-66	WBGene00011141	R08B4.5.1	X	-	0.627377	FALSE	7172	13.8992248062016	516	0	0	0.1	NA	NA	1.735
R08B4.3	WBGene00011139	R08B4.3.1	X	-	0.62758	TRUE	27074	15.5956221198157	1736	41	0.0236175115207373	18.6	2.28832	Oogenic	40.361
alr-1	WBGene00044330	R08B4.2.1	X	-	0.627807	FALSE	26261	8.86596893990547	2962	72	0.0243079000675219	0.8	NA	NA	2.341
C05C9.3	WBGene00007327	C05C9.3.1	X	-	0.629153	FALSE	136333	13.9699764320115	9759	320	0.0327902449021416	0	2.1086	Spermatogenic	0.926
C05C9.2	WBGene00007326	C05C9.2.1	X	+	0.629569	FALSE	52915	11.8166592228674	4478	39	0.00870924519874944	0	NA	NA	0.024
C05C9.1	WBGene00007325	C05C9.1.1	X	+	0.629966	FALSE	26704	9.86844050258684	2706	0	0	0	NA	NA	0.593
F13D2.1	WBGene00008735	F13D2.1a.1	X	-	0.630784	FALSE	395159	15.5049438907636	25486	1062	0.0416699364356902	0	1.61015	Gender Neutral	1.72
gnrr-6	WBGene00008736	F13D2.2.1	X	+	0.630965	FALSE	28291	12.5681919147046	2251	74	0.0328742780986228	0	NA	NA	0.229
gnrr-7	WBGene00008737	F13D2.3.1	X	+	0.631338	FALSE	28895	17.4066265060241	1660	218	0.131325301204819	0	NA	NA	0.159
C34F6.1	WBGene00007938	C34F6.1.1	X	-	0.6318	FALSE	22215	5.54958780914314	4003	0	0	0	NA	NA	2.885
col-178	WBGene00000751	C34F6.2.1	X	+	0.632088	TRUE	3400	3.77358490566038	901	0	0	2.5	239.324	Gender Neutral	711.74
col-179	WBGene00000752	C34F6.3.1	X	+	0.632204	FALSE	3549	3.92588495575221	904	0	0	1.2	104.059	Gender Neutral	140.778
C34F6.11	WBGene00007945	C34F6.11.1	X	-	0.632276	FALSE	15049	11.1474074074074	1350	0	0	0.1	1.75138	Gender Neutral	3.143
hst-2	WBGene00002029	C34F6.4.1	X	-	0.632418	TRUE	40225	15.2772502848462	2633	70	0.0265856437523737	14.9	1.26515	Oogenic	32.508
C34F6.5	WBGene00007939	C34F6.5a.1	X	-	0.632554	NA	16738	12.0851985559567	1385	0	0	NA	1.81718	Oogenic	15.072
C34F6.7	WBGene00007941	C34F6.7.1	X	-	0.632836	TRUE	71608	15.6520218579235	4575	32	0.00699453551912568	22.8	2.12794	Gender Neutral	15.767
idh-2	WBGene00007942	C34F6.8.1	X	+	0.633052	TRUE	15571	7.69318181818182	2024	0	0	14.3	6.69357	Gender Neutral	38.334
C34F6.9	WBGene00007943	C34F6.9.1	X	-	0.633252	TRUE	38800	9.30232558139535	4171	0	0	2.1	0.496082	Oogenic	24.815
C34F6.12	WBGene00195211	C34F6.12.1	X	-	0.633585	NA	3230	8.05486284289277	401	0	0	NA	NA	NA	0
C34F6.10	WBGene00007944	C34F6.10b.1	X	-	0.634079	FALSE	122836	11.3694927804517	10804	275	0.0254535357275083	0.8	2.18201	Spermatogenic	9.317
C03A3.1	WBGene00007266	C03A3.1a.1	X	+	0.635407	FALSE	35115	14.1080755323423	2489	50	0.0200883889112093	0.1	NA	NA	0.392
C03A3.2	WBGene00007267	C03A3.2.1	X	+	0.635726	TRUE	33535	11.2571332661967	2979	50	0.0167841557569654	73.1	6.96391	Oogenic	55.985
C03A3.9	WBGene00284849	C03A3.9.1	X	+	0.635882	NA	2861	9.93402777777778	288	0	0	NA	NA	NA	NA
C03A3.3	WBGene00007268	C03A3.3.1	X	-	0.635941	FALSE	31889	19.5278628291488	1633	174	0.106552357624005	0	NA	NA	0.033
ifa-1	WBGene00002050	F38B2.1a.1	X	+	0.636228	FALSE	45249	11.047119140625	4096	84	0.0205078125	0.1	1.09373	Gender Neutral	12.531
F38B2.2	WBGene00009529	F38B2.2.1	X	-	0.636552	FALSE	9663	14.2943786982249	676	72	0.106508875739645	0	NA	NA	0.39
F38B2.6	WBGene00194663	F38B2.6.1	X	-	0.636664	NA	5563	14.0125944584383	397	0	0	NA	NA	NA	21.334
F38B2.3	WBGene00009530	F38B2.3a.1	X	-	0.636834	FALSE	59300	12.8801042571677	4604	180	0.0390964378801043	0	NA	NA	0.059
F38B2.4	WBGene00009531	F38B2.4a.1	X	-	0.637014	TRUE	10389	10.3993993993994	999	0	0	4.1	6.32419	Gender Neutral	30.203
inx-2	WBGene00002124	F08G12.10.1	X	-	0.637507	TRUE	11789	7.62055591467356	1547	0	0	61.3	0.108017	Oogenic	78.449
