"Gene.name"	"Wormbase.ID"	"Transcript.name"	"Chromosome"	"Strand"	"Relative.loc.chromosome"	"GermlineExpression"	"Total.value.of.PATC.algorithm"	"PATC.density"	"Bin.size"	"Bases.with.PATC.55"	"Frequency.of.PATCs.55"	"stoekius_oocyte_rpkm"	"spermatogenic_gonad_fem.3_RPKM_Ortiz_2014"	"Gene.expression__Ortiz_2014"
"sel-7"	"WBGene00004764"	"K04G11.2"	"X"	"-"	0.809113631050883	FALSE	79454	12	6904	194	0.0280996523754345	0	NA	NA
"ser-2"	"WBGene00004777"	"C02D4.2d"	"X"	"-"	0.863282835961651	FALSE	251902	19	13010	1619	0.124442736356649	0	NA	NA
"skr-6"	"WBGene00004812"	"Y37H2C.2"	"V"	"-"	0.873142961874731	FALSE	2318	6	370	0	0	0	NA	NA
"slo-2"	"WBGene00004831"	"F08B12.3e"	"X"	"-"	0.643394396798635	FALSE	139262	12	11233	517	0.0460251046025105	0	NA	NA
"smf-2"	"WBGene00004877"	"K11G12.3"	"X"	"-"	0.379114847827822	FALSE	18638	8	2313	32	0.0138348465196714	0	NA	NA
"smf-3"	"WBGene00004878"	"Y69A2AR.4"	"IV"	"+"	0.149920866380939	FALSE	84361	15	5475	435	0.0794520547945206	0	NA	NA
"snf-2"	"WBGene00004901"	"F55H12.1"	"I"	"+"	0.588726810812374	FALSE	16792	5	3284	73	0.0222289890377588	0	67.2401	"Spermatogenic"
"snf-9"	"WBGene00004908"	"C49C3.1"	"IV"	"+"	0.989718374405055	FALSE	20376	7	3006	42	0.0139720558882236	0	96.3797	"Spermatogenic"
"snf-10"	"WBGene00004909"	"Y32F6A.2"	"V"	"-"	0.498924235023786	FALSE	13904	6	2430	0	0	0	43.0374	"Spermatogenic"
"snf-11"	"WBGene00004910"	"T03F7.1"	"V"	"-"	0.540368033538232	FALSE	29545	10	3087	39	0.0126336248785228	0	NA	NA
"snf-12"	"WBGene00004911"	"T25B6.7"	"X"	"+"	0.509721093956964	FALSE	41943	9	4438	73	0.0164488508337089	0	NA	NA
"snt-1"	"WBGene00004921"	"F31E8.2a"	"II"	"+"	0.44594022901784	FALSE	79676	16	5012	186	0.0371109337589784	0	NA	NA
"sol-1"	"WBGene00004944"	"C15A11.3"	"I"	"-"	0.490463716742764	FALSE	125666	19	6778	820	0.120979640011803	0	NA	NA
"spe-8"	"WBGene00004962"	"F53G12.6"	"I"	"+"	0.0079275185414645	FALSE	36758	13	2762	318	0.1151339608979	0	82.5985	"Spermatogenic"
"spe-10"	"WBGene00004964"	"AC3.10"	"V"	"+"	0.496312591461171	FALSE	8987	7	1337	0	0	0	67.8056	"Spermatogenic"
"spe-12"	"WBGene00004966"	"T02E1.1"	"I"	"-"	0.54572828117874	FALSE	27421	17	1652	165	0.0998789346246973	0	67.1439	"Spermatogenic"
"spp-7"	"WBGene00004992"	"ZK616.9a"	"IV"	"-"	0.309499109657468	FALSE	55565	19	2872	188	0.0654596100278552	0	NA	NA
"spp-9"	"WBGene00004994"	"T25C12.2"	"X"	"+"	0.648344748800464	FALSE	3869	11	359	0	0	0	NA	NA
"spp-11"	"WBGene00004996"	"T25D10.3"	"II"	"-"	0.419280841859125	FALSE	19975	10	1903	0	0	0	NA	NA
"spp-12"	"WBGene00004997"	"T22G5.7"	"V"	"+"	0.663829789267728	FALSE	760	2	366	0	0	0	NA	NA
"spp-16"	"WBGene00005001"	"F32D8.9"	"V"	"-"	0.520965170439176	FALSE	4724	10	483	0	0	0	1.46447	"Gender Neutral"
"spp-19"	"WBGene00005004"	"K04A8.9"	"V"	"-"	0.313554772516772	FALSE	23367	18	1265	83	0.0656126482213439	0	NA	NA
"spp-20"	"WBGene00005005"	"K04A8.8"	"V"	"-"	0.313392520041407	FALSE	13075	9	1491	0	0	0	NA	NA
"jmjd-1.1"	"WBGene00005013"	"F43G6.6"	"II"	"+"	0.772784387575943	FALSE	13191	6	2195	33	0.0150341685649203	0	47.6907	"Spermatogenic"
"sqt-1"	"WBGene00005016"	"B0491.2.1"	"II"	"-"	0.74199559001614	FALSE	1626	2	1022	0	0	0	NA	NA
"sra-1"	"WBGene00005027"	"AH6.4"	"II"	"-"	0.623121452049786	FALSE	10099	7	1376	0	0	0	NA	NA
"sra-3"	"WBGene00005029"	"AH6.7"	"II"	"-"	0.624372382958752	FALSE	13907	9	1503	0	0	0	NA	NA
"sra-4"	"WBGene00005030"	"AH6.8"	"II"	"-"	0.624516007511018	FALSE	10846	9	1226	0	0	0	NA	NA
"sra-6"	"WBGene00005032"	"AH6.10"	"II"	"-"	0.6249616068567	FALSE	7734	7	1090	0	0	0	NA	NA
"sra-7"	"WBGene00005033"	"AH6.11"	"II"	"+"	0.62472570132075	FALSE	17723	12	1523	0	0	0	NA	NA
"sra-8"	"WBGene00005034"	"AH6.12"	"II"	"+"	0.624264950877393	FALSE	12713	10	1294	0	0	0	NA	NA
"sra-9"	"WBGene00005035"	"AH6.14"	"II"	"+"	0.623920009796183	FALSE	13115	9	1479	0	0	0	NA	NA
"sra-10"	"WBGene00005036"	"F44F4.5a"	"II"	"-"	0.712999497821285	FALSE	21167	12	1738	98	0.0563866513233602	0	NA	NA
"sra-11"	"WBGene00005037"	"F44F4.13"	"II"	"-"	0.714003724355786	FALSE	16211	11	1512	0	0	0	NA	NA
"sra-12"	"WBGene00005038"	"F44F4.7"	"II"	"-"	0.713614573484165	FALSE	25846	15	1677	152	0.0906380441264162	0	NA	NA
"sra-13"	"WBGene00005039"	"F49E12.5a"	"II"	"+"	0.550314275652199	FALSE	10562	7	1508	40	0.026525198938992	0	NA	NA
"sra-17"	"WBGene00005043"	"F28C12.1"	"I"	"+"	0.841911100755193	FALSE	14817	8	1846	0	0	0	NA	NA
"sra-18"	"WBGene00005044"	"F28C12.2"	"I"	"+"	0.842129844456443	FALSE	8167	5	1556	0	0	0	NA	NA
"sra-20"	"WBGene00005046"	"F28C12.4"	"I"	"+"	0.842424388788168	FALSE	9267	6	1657	0	0	0	NA	NA
"sra-21"	"WBGene00005047"	"F28C12.5"	"I"	"+"	0.84261516753034	FALSE	15003	9	1602	73	0.0455680399500624	0	NA	NA
"sra-22"	"WBGene00005048"	"F28C12.7"	"I"	"+"	0.842741291817897	FALSE	9957	7	1448	0	0	0	NA	NA
"sra-24"	"WBGene00005050"	"T06G6.2"	"I"	"+"	0.84299854953752	FALSE	13568	7	1887	0	0	0	NA	NA
"sra-25"	"WBGene00005051"	"T26E3.9"	"I"	"+"	0.841745998025269	FALSE	15831	8	2091	0	0	0	NA	NA
"sra-26"	"WBGene00005052"	"T19D12.8"	"II"	"-"	0.435278535750798	FALSE	31210	15	2031	52	0.0256031511570655	0	NA	NA
"sra-27"	"WBGene00005053"	"F18C5.1"	"II"	"+"	0.429972051951445	FALSE	26519	19	1421	157	0.110485573539761	0	NA	NA
"sra-28"	"WBGene00005054"	"F18C5.6"	"II"	"-"	0.43013161297146	FALSE	43028	14	3069	193	0.0628869338546758	0	NA	NA
"sra-29"	"WBGene00005055"	"F18C5.8"	"II"	"-"	0.430321443463074	FALSE	15100	11	1370	41	0.0299270072992701	0	NA	NA
"sra-31"	"WBGene00005057"	"C56C10.5"	"II"	"-"	0.430495762895728	FALSE	12623	10	1261	0	0	0	NA	NA
"sra-34"	"WBGene00005060"	"B0304.7"	"II"	"-"	0.297312738486622	FALSE	15414	9	1804	0	0	0	NA	NA
"sra-36"	"WBGene00005062"	"B0304.9"	"II"	"-"	0.297122482586218	FALSE	20802	12	1744	0	0	0	NA	NA
"sra-37"	"WBGene00005063"	"T21H8.2"	"X"	"-"	0.784028950486999	FALSE	21222	9	2342	0	0	0	NA	NA
"sra-38"	"WBGene00005064"	"T21H8.3"	"X"	"-"	0.784417066210838	FALSE	29149	13	2214	31	0.0140018066847335	0	NA	NA
"sra-39"	"WBGene00005065"	"T21H8.4"	"X"	"-"	0.784597974303432	FALSE	33565	14	2365	152	0.0642706131078224	0	NA	NA
"srb-1"	"WBGene00005066"	"C27D6.10"	"II"	"-"	0.338388411445695	FALSE	11682	10	1202	22	0.0183028286189684	0	NA	NA
"srb-2"	"WBGene00005067"	"C27D6.9"	"II"	"-"	0.33827963769046	FALSE	10429	9	1176	0	0	0	NA	NA
"srb-3"	"WBGene00005068"	"C27D6.8"	"II"	"-"	0.338106823550447	FALSE	33992	22	1524	262	0.171916010498688	0	NA	NA
"srb-5"	"WBGene00005070"	"C27D6.6"	"II"	"-"	0.337885120123334	FALSE	18278	13	1389	63	0.0453563714902808	0	NA	NA
"srb-6"	"WBGene00005071"	"R05H5.6"	"II"	"+"	0.667294264619058	FALSE	23737	12	1931	0	0	0	NA	NA
"srb-7"	"WBGene00005072"	"F37C12.17"	"III"	"+"	0.52077010543028	FALSE	21897	17	1324	183	0.13821752265861	0	NA	NA
"srb-8"	"WBGene00005073"	"F37C12.15"	"III"	"+"	0.520365971621326	FALSE	29372	17	1734	94	0.0542099192618224	0	NA	NA
"srb-9"	"WBGene00005074"	"F37C12.16"	"III"	"-"	0.520534176313195	FALSE	29372	17	1734	94	0.0542099192618224	0	NA	NA
"srd-2"	"WBGene00005080"	"R05H5.1"	"II"	"-"	0.666703829942247	FALSE	23089	11	2120	124	0.0584905660377358	0	NA	NA
"srd-3"	"WBGene00005081"	"K10B4.5"	"II"	"-"	0.0083656311322268	FALSE	11668	7	1769	31	0.0175240248728095	0	NA	NA
"srd-4"	"WBGene00005082"	"ZK863.5"	"V"	"+"	0.58236915377329	FALSE	10579	8	1297	0	0	0	NA	NA
"srd-5"	"WBGene00005083"	"T19E7.5"	"IV"	"-"	0.324319364274111	FALSE	34457	18	1895	150	0.079155672823219	0	NA	NA
"srd-7"	"WBGene00005085"	"C06G8.4"	"IV"	"-"	0.616558015972375	FALSE	13207	8	1742	0	0	0	NA	NA
"srd-8"	"WBGene00005086"	"B0547.4"	"IV"	"-"	0.322652805169183	FALSE	47658	20	2363	160	0.067710537452391	0	NA	NA
"srd-9"	"WBGene00005087"	"T09D3.1"	"V"	"+"	0.255800944170811	FALSE	11437	9	1285	61	0.0474708171206226	0	NA	NA
"srd-10"	"WBGene00005088"	"Y45F10B.14"	"IV"	"+"	0.776039310776389	FALSE	150145	89	1683	436	0.259061200237671	0	NA	NA
"srd-11"	"WBGene00005089"	"F53F4.9a"	"V"	"-"	0.650860965638797	FALSE	21320	12	1836	144	0.0784313725490196	0	NA	NA
"srd-12"	"WBGene00005090"	"C39H7.6"	"IV"	"-"	0.321800075901051	FALSE	17276	12	1448	85	0.0587016574585635	0	NA	NA
"srd-13"	"WBGene00005091"	"C39H7.7"	"IV"	"-"	0.322098409673491	FALSE	17210	9	1834	0	0	0	NA	NA
"srd-15"	"WBGene00005093"	"C04E6.10"	"V"	"-"	0.282239710229983	FALSE	10380	8	1337	31	0.0231862378459237	0	NA	NA
"srd-16"	"WBGene00005094"	"C04E6.9"	"V"	"-"	0.281936448644583	FALSE	19877	13	1503	71	0.0472388556220892	0	NA	NA
"srd-17"	"WBGene00005095"	"Y2H9A.2"	"V"	"-"	0.641921571120111	FALSE	22053	11	2064	72	0.0348837209302326	0	NA	NA
"srd-18"	"WBGene00005096"	"F53F1.10"	"V"	"-"	0.641657737603098	FALSE	7596	6	1181	0	0	0	NA	NA
"srd-19"	"WBGene00005097"	"F53F1.11"	"V"	"-"	0.641754348318548	FALSE	5576	5	1154	0	0	0	NA	NA
"srd-20"	"WBGene00005098"	"Y38A10A.1"	"V"	"+"	0.289433851171229	FALSE	6377	6	1155	0	0	0	3.94421	"Spermatogenic"
"srd-23"	"WBGene00005101"	"Y40H7A.5"	"IV"	"+"	0.86781673125992	FALSE	43896	14	3032	197	0.0649736147757256	0	NA	NA
"srd-26"	"WBGene00005104"	"T02B5.4"	"V"	"-"	0.676833978679212	FALSE	9040	7	1291	0	0	0	NA	NA
"srd-27"	"WBGene00005105"	"T26E4.12"	"V"	"+"	0.755294448814721	FALSE	1978	2	1069	0	0	0	NA	NA
"srd-28"	"WBGene00005106"	"M01B2.2"	"V"	"+"	0.728876233142709	FALSE	1932	2	1068	0	0	0	NA	NA
"srd-30"	"WBGene00005108"	"F07C4.5"	"V"	"+"	0.364676226260718	FALSE	12561	8	1495	63	0.0421404682274247	0	NA	NA
"srd-33"	"WBGene00005111"	"T19H12.4"	"V"	"+"	0.232900476864565	FALSE	32389	17	1898	311	0.163856691253952	0	NA	NA
"srd-34"	"WBGene00005112"	"F32G8.1"	"V"	"-"	0.50412200143566	FALSE	17120	12	1484	0	0	0	NA	NA
"srd-36"	"WBGene00005114"	"R04D3.6"	"X"	"-"	0.750275834753565	FALSE	12166	9	1355	0	0	0	NA	NA
"srd-39"	"WBGene00005117"	"R04D3.8"	"X"	"-"	0.750595520883809	FALSE	14740	10	1530	41	0.026797385620915	0	NA	NA
"srd-40"	"WBGene00005118"	"F17A2.12"	"X"	"+"	0.695559898553762	FALSE	22873	14	1694	72	0.0425029515938607	0	NA	NA
"srd-43"	"WBGene00005121"	"R04D3.9"	"X"	"-"	0.750884251441198	FALSE	18765	10	1940	72	0.0371134020618557	0	NA	NA
"srd-46"	"WBGene00005124"	"F17A2.10"	"X"	"+"	0.696017770135485	FALSE	13904	12	1208	0	0	0	NA	NA
"srd-48"	"WBGene00005126"	"F17A2.9"	"X"	"+"	0.696256582362536	FALSE	22561	14	1645	70	0.0425531914893617	0	NA	NA
"srd-49"	"WBGene00005127"	"R04B5.8"	"V"	"+"	0.482480818842124	FALSE	19670	12	1592	125	0.0785175879396985	0	NA	NA
"srd-50"	"WBGene00005128"	"F15A2.4"	"X"	"-"	0.76077976326126	FALSE	37381	12	3184	205	0.0643844221105528	0	NA	NA
"srd-51"	"WBGene00005129"	"F15A2.3"	"X"	"-"	0.760981157904349	FALSE	16537	8	2122	0	0	0	NA	NA
"srd-53"	"WBGene00005131"	"F13G3.2"	"I"	"+"	0.483987025585914	FALSE	15141	9	1650	0	0	0	NA	NA
"srd-55"	"WBGene00005133"	"K02A2.2"	"II"	"+"	0.484942688600569	FALSE	36011	16	2256	133	0.0589539007092199	0	NA	NA
"srd-58"	"WBGene00005135"	"E04F6.13"	"II"	"-"	0.47151531461827	FALSE	7528	7	1141	0	0	0	NA	NA
"srd-59"	"WBGene00005136"	"E04F6.1"	"II"	"+"	0.471633709156911	FALSE	6814	6	1205	0	0	0	NA	NA
"srd-63"	"WBGene00005140"	"F13A7.2"	"V"	"-"	0.783455074464089	FALSE	5241	4	1347	0	0	0	NA	NA
"srd-65"	"WBGene00005142"	"C39B5.12"	"III"	"-"	0.161292157366462	FALSE	15513	10	1518	83	0.0546772068511199	0	NA	NA
"srd-66"	"WBGene00005143"	"Y39A3B.4"	"III"	"-"	0.143772751797563	FALSE	18724	10	1825	94	0.0515068493150685	0	NA	NA
"srd-67"	"WBGene00005144"	"C39B5.11"	"III"	"-"	0.162872055393139	FALSE	9455	6	1663	0	0	0	NA	NA
"srd-68"	"WBGene00005145"	"F09C6.7"	"V"	"-"	0.807774569899513	FALSE	7813	5	1612	0	0	0	NA	NA
"srd-70"	"WBGene00005147"	"F48F5.4a"	"V"	"+"	0.977590137343494	FALSE	25729	12	2223	187	0.0841205578047683	0	NA	NA
"sre-1"	"WBGene00005149"	"B0495.1"	"II"	"+"	0.504640620871694	FALSE	17499	11	1656	0	0	0	NA	NA
"srg-1"	"WBGene00005159"	"C18F10.4"	"III"	"-"	0.453986168256492	FALSE	12170	11	1153	104	0.0901994796183868	0	NA	NA
"srg-2"	"WBGene00005160"	"C18F10.5"	"III"	"-"	0.454112947509907	FALSE	13409	8	1626	0	0	0	NA	NA
"srg-3"	"WBGene00005161"	"C18F10.6"	"III"	"-"	0.454862124025151	FALSE	10770	8	1297	0	0	0	NA	NA
"srg-4"	"WBGene00005162"	"T12A2.12"	"III"	"-"	0.454239763037786	FALSE	21823	12	1870	0	0	0	NA	NA
"srg-5"	"WBGene00005163"	"T12A2.11"	"III"	"-"	0.454387400108287	FALSE	15958	12	1354	43	0.0317577548005908	0	NA	NA
"srg-6"	"WBGene00005164"	"T12A2.13"	"III"	"-"	0.454536125412722	FALSE	19823	13	1552	0	0	0	NA	NA
"srg-7"	"WBGene00005165"	"C18F10.8"	"III"	"-"	0.454688405614678	FALSE	38933	24	1650	192	0.116363636363636	0	NA	NA
"srg-8"	"WBGene00005166"	"T12A2.9"	"III"	"-"	0.453735148962177	FALSE	9780	8	1285	0	0	0	NA	NA
"srg-9"	"WBGene00005167"	"T12A2.10"	"III"	"-"	0.453874588003701	FALSE	7024	5	1317	0	0	0	NA	NA
"srg-11"	"WBGene00005169"	"T04A8.2"	"III"	"+"	0.339586119967925	FALSE	15165	10	1550	62	0.04	0	NA	NA
"srg-13"	"WBGene00005170"	"T23F11.5"	"III"	"+"	0.339037686339204	FALSE	24638	13	1916	92	0.0480167014613779	0	NA	NA
"srg-14"	"WBGene00005171"	"F26B1.6"	"I"	"+"	0.418889676345572	FALSE	29451	16	1843	111	0.0602278893109061	0	NA	NA
"srg-15"	"WBGene00005172"	"C34C6.1"	"II"	"-"	0.570030827738826	FALSE	11801	9	1345	0	0	0	NA	NA
"srg-16"	"WBGene00005173"	"F15A4.4"	"II"	"+"	0.816035535639734	FALSE	21391	13	1638	113	0.068986568986569	0	NA	NA
"srg-17"	"WBGene00005174"	"F15A4.7"	"II"	"+"	0.816422952152441	FALSE	15945	10	1529	85	0.0555918901242642	0	NA	NA
"srg-20"	"WBGene00005177"	"ZC204.4a"	"II"	"+"	0.107191856288272	FALSE	25500	13	1912	153	0.080020920502092	0	NA	NA
"srg-21"	"WBGene00005178"	"Y25C1A.9"	"II"	"-"	0.202225267567403	FALSE	39695	14	2823	215	0.0761601133545873	0	NA	NA
"srg-23"	"WBGene00005180"	"Y25C1A.11"	"II"	"-"	0.202562060434096	FALSE	4658	5	902	0	0	0	NA	NA
"srg-24"	"WBGene00005181"	"Y25C1A.12"	"II"	"-"	0.202856148803021	FALSE	37826	17	2244	234	0.10427807486631	0	NA	NA
"srg-25"	"WBGene00005182"	"T09D3.5"	"V"	"-"	0.255362551841936	FALSE	34581	16	2227	152	0.0682532555006736	0	NA	NA
"srg-26"	"WBGene00005183"	"C10G8.1"	"V"	"+"	0.254832495228009	FALSE	34966	20	1789	185	0.103409726103969	0	NA	NA
"srg-27"	"WBGene00005184"	"T09D3.7"	"V"	"+"	0.25523356231881	FALSE	19867	14	1466	31	0.0211459754433834	0	NA	NA
"srg-29"	"WBGene00005186"	"T09D3.6"	"V"	"+"	0.255116257841406	FALSE	26169	14	1830	127	0.0693989071038251	0	NA	NA
"srg-30"	"WBGene00005187"	"W02F12.7"	"V"	"-"	0.321043692034766	FALSE	17908	12	1443	94	0.0651420651420651	0	NA	NA
"srg-31"	"WBGene00005188"	"T07H8.5"	"V"	"-"	0.332264681339962	FALSE	29407	13	2348	148	0.0630323679727428	0	NA	NA
"srg-32"	"WBGene00005189"	"T21C9.7"	"V"	"-"	0.506016508173797	FALSE	15790	10	1628	0	0	0	NA	NA
"srg-33"	"WBGene00005190"	"F21F8.1"	"V"	"+"	0.396325686359035	FALSE	19925	14	1453	144	0.0991052993805919	0	NA	NA
"srg-34"	"WBGene00005191"	"Y51A2D.12"	"V"	"-"	0.887180740177154	FALSE	121755	46	2662	1011	0.379789631855748	0	NA	NA
"srg-36"	"WBGene00005193"	"K04C1.6"	"X"	"-"	0.803110704916806	FALSE	5823	5	1209	0	0	0	NA	NA
"srg-37"	"WBGene00005194"	"K04C1.1a"	"X"	"-"	0.803355781626239	FALSE	10159	8	1342	0	0	0	NA	NA
"srg-38"	"WBGene00005195"	"T19C4.8"	"V"	"-"	0.533072932846114	FALSE	43903	14	3079	203	0.0659304969145827	0	NA	NA
"srg-39"	"WBGene00005196"	"T19C4.2"	"V"	"-"	0.532966381478271	FALSE	9219	8	1092	0	0	0	NA	NA
"srg-40"	"WBGene00005197"	"T19C4.4"	"V"	"-"	0.53354016740441	FALSE	13442	10	1370	0	0	0	NA	NA
"srg-41"	"WBGene00005198"	"T19C4.3"	"V"	"-"	0.533410222049323	FALSE	22165	15	1440	102	0.0708333333333333	0	NA	NA
"srg-42"	"WBGene00005199"	"T19C4.9"	"V"	"-"	0.53325377625312	FALSE	26885	17	1617	72	0.0445269016697588	0	NA	NA
"srg-44"	"WBGene00005201"	"F31E9.2"	"V"	"+"	0.828214223926577	FALSE	40701	22	1814	405	0.223263506063947	0	NA	NA
"srg-45"	"WBGene00005202"	"C51F7.2"	"V"	"+"	0.588222525327157	FALSE	13407	11	1169	0	0	0	NA	NA
"srg-47"	"WBGene00005204"	"C53A5.8"	"V"	"-"	0.695636985535395	FALSE	13371	10	1308	0	0	0	NA	NA
"srg-48"	"WBGene00005205"	"Y43B11AR.5"	"IV"	"+"	0.404315001592847	FALSE	11554	10	1216	0	0	0	NA	NA
"srg-50"	"WBGene00005207"	"Y43B11AR.2"	"IV"	"-"	0.404405261992672	FALSE	10302	9	1134	31	0.027336860670194	0	NA	NA
"srg-51"	"WBGene00005208"	"Y40H7A.8"	"IV"	"-"	0.86544898203818	FALSE	39524	22	1832	314	0.171397379912664	0	NA	NA
"srg-53"	"WBGene00005210"	"T02B11.1"	"V"	"+"	0.0420892718376539	FALSE	40431	23	1782	288	0.161616161616162	0	NA	NA
"srg-55"	"WBGene00005212"	"W09D12.2"	"V"	"-"	0.713410322411679	FALSE	19446	12	1633	0	0	0	NA	NA
"srg-56"	"WBGene00005213"	"C24B9.10"	"V"	"-"	0.130800944170811	FALSE	92041	34	2744	782	0.284985422740525	0	NA	NA
"srg-57"	"WBGene00005214"	"C24B9.14"	"V"	"-"	0.130629659083415	FALSE	41495	19	2231	322	0.144329896907216	0	NA	NA
"srg-58"	"WBGene00005215"	"R05D8.6"	"V"	"-"	0.131850567142894	FALSE	7996	6	1383	0	0	0	NA	NA
"srg-61"	"WBGene00005218"	"C24B9.11"	"V"	"-"	0.130935668685702	FALSE	6157	6	1118	0	0	0	NA	NA
"srg-64"	"WBGene00005221"	"ZK678.6"	"X"	"-"	0.88824349670539	FALSE	53258	14	3783	211	0.0557758392809939	0	NA	NA
"srg-66"	"WBGene00005223"	"T05C3.7"	"V"	"-"	0.261973587495424	FALSE	20156	12	1666	0	0	0	NA	NA
"srg-68"	"WBGene00005225"	"ZC317.5"	"V"	"-"	0.261162587972384	FALSE	20886	13	1645	0	0	0	NA	NA
"srh-1"	"WBGene00005227"	"T11F9.18"	"V"	"+"	0.548961154033276	FALSE	7255	6	1233	0	0	0	NA	NA
"srh-2"	"WBGene00005228"	"C05E4.14a"	"V"	"+"	0.0349497805887734	FALSE	57113	22	2634	378	0.143507972665148	0	NA	NA
"srh-3"	"WBGene00005229"	"K04F1.5"	"V"	"+"	0.0804731177040152	FALSE	64845	26	2511	539	0.214655515730785	0	NA	NA
"srh-4"	"WBGene00005230"	"K09D9.6"	"V"	"+"	0.191702518330467	FALSE	24161	16	1497	127	0.0848363393453574	0	NA	NA
"srh-5"	"WBGene00005231"	"K04F1.16"	"V"	"+"	0.0805883910385019	FALSE	11316	9	1237	0	0	0	NA	NA
"srh-8"	"WBGene00005234"	"K09D9.8"	"V"	"+"	0.191479044818005	FALSE	11407	6	1951	33	0.0169144028703229	0	NA	NA
"srh-10"	"WBGene00005236"	"Y38A10A.3"	"V"	"-"	0.28991807564263	FALSE	20488	13	1583	132	0.0833859759949463	0	NA	NA
"srh-11"	"WBGene00005237"	"R09F10.6"	"X"	"-"	0.46946050729214	FALSE	10537	7	1414	0	0	0	NA	NA
"srh-15"	"WBGene00005240"	"C50B6.6"	"V"	"+"	0.636663874044287	FALSE	9803	7	1372	0	0	0	NA	NA
"srh-17"	"WBGene00005242"	"C47E8.2"	"V"	"+"	0.700725978270116	FALSE	19652	12	1624	0	0	0	NA	NA
"srh-18"	"WBGene00005243"	"C50B6.5"	"V"	"+"	0.63655278247463	FALSE	23506	15	1617	103	0.0636982065553494	0	NA	NA
"srh-20"	"WBGene00005245"	"C02E7.3"	"V"	"+"	0.235400909378528	FALSE	15915	12	1274	21	0.0164835164835165	0	NA	NA
"srh-21"	"WBGene00005246"	"C02E7.2"	"V"	"+"	0.235489897334089	FALSE	17522	13	1298	52	0.0400616332819723	0	NA	NA
"srh-22"	"WBGene00005247"	"C02E7.4a"	"V"	"+"	0.235323104656909	FALSE	14821	11	1303	94	0.0721412125863392	0	NA	NA
"srh-23"	"WBGene00005248"	"C02E7.5"	"V"	"+"	0.235223506966581	FALSE	20458	15	1395	71	0.0508960573476702	0	NA	NA
"srh-25"	"WBGene00005249"	"C54D10.6"	"V"	"-"	0.594197287540061	FALSE	14536	10	1453	0	0	0	NA	NA
"srh-27"	"WBGene00005250"	"W05H5.4"	"II"	"+"	0.814770009936895	FALSE	20388	15	1347	156	0.115812917594655	0	NA	NA
"srh-28"	"WBGene00005251"	"ZC404.5"	"V"	"-"	0.323801147763019	FALSE	13331	10	1283	0	0	0	NA	NA
"srh-31"	"WBGene00005254"	"W06D12.7"	"V"	"+"	0.846317681266363	FALSE	130097	52	2502	838	0.334932054356515	0	NA	NA
"srh-32"	"WBGene00005255"	"Y26G10.2"	"V"	"+"	0.846018744820586	FALSE	106530	51	2074	794	0.382835101253616	0	NA	NA
"srh-34"	"WBGene00005257"	"M02H5.10"	"V"	"-"	0.0213047058474932	FALSE	10342	6	1782	0	0	0	NA	NA
"srh-35"	"WBGene00005258"	"M02H5.11"	"V"	"-"	0.0214297286679813	FALSE	8285	5	1662	0	0	0	NA	NA
"srh-36"	"WBGene00005259"	"T03D3.4"	"V"	"-"	0.13480215234241	FALSE	36505	17	2088	255	0.122126436781609	0	NA	NA
"srh-37"	"WBGene00005260"	"R11G11.9"	"V"	"-"	0.0244624640009788	FALSE	7557	6	1327	0	0	0	NA	NA
"srh-38"	"WBGene00005261"	"C31B8.11"	"V"	"-"	0.139630179056001	FALSE	54199	26	2095	441	0.210501193317422	0	NA	NA
"srh-39"	"WBGene00005262"	"C06A8.7"	"II"	"-"	0.508181985429945	FALSE	26023	16	1580	102	0.0645569620253165	0	NA	NA
"srh-40"	"WBGene00005263"	"Y40D12A.3"	"III"	"+"	0.479660327365434	FALSE	17401	12	1442	82	0.0568654646324549	0	NA	NA
"srh-41"	"WBGene00005264"	"Y54G11A.12"	"II"	"-"	0.935020934366557	FALSE	11380	7	1598	72	0.0450563204005006	0	NA	NA
"srh-42"	"WBGene00005265"	"Y54G11A.15"	"II"	"-"	0.935136874623718	FALSE	9742	7	1326	61	0.0460030165912519	0	NA	NA
"srh-44"	"WBGene00005267"	"B0334.7"	"II"	"+"	0.753733698416975	FALSE	50954	17	3080	258	0.0837662337662338	0	NA	NA
"srh-45"	"WBGene00005268"	"T03F7.2"	"V"	"-"	0.540251278664206	FALSE	12973	10	1329	0	0	0	NA	NA
"srh-46"	"WBGene00005269"	"T03F7.3"	"V"	"-"	0.540152421743648	FALSE	12675	10	1280	0	0	0	NA	NA
"srh-50"	"WBGene00005273"	"C10G11.2"	"I"	"+"	0.418205082205037	FALSE	18617	10	1790	41	0.0229050279329609	0	NA	NA
"srh-51"	"WBGene00005274"	"C10G11.3"	"I"	"+"	0.418074180984969	FALSE	25490	14	1761	0	0	0	NA	NA
"srh-52"	"WBGene00005275"	"R08H2.7"	"V"	"-"	0.734825044517874	FALSE	23299	16	1424	116	0.0814606741573034	0	NA	NA
"srh-55"	"WBGene00005278"	"T09F5.5"	"V"	"+"	0.724247521288767	FALSE	6624	5	1418	0	0	0	NA	NA
"srh-56"	"WBGene00005279"	"R05D8.3"	"V"	"+"	0.13251126209008	FALSE	35199	21	1660	244	0.146987951807229	0	NA	NA
